"bldg_id","in.sqft","in.bedrooms","in.city","in.clothes_dryer","in.clothes_washer","in.cooking_range","in.county","in.dishwasher","in.water_heater_fuel","in.refrigerator","in.vacancy_status","in.income","in.occupants","in.heating_fuel","in.heating_setpoint","in.cooling_setpoint","in.hvac_cooling_efficiency","in.hvac_heating_efficiency"
531570,1220,3,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 19.9, 100% Usage","Occupied","200000+","2","Electricity","78F","68F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
531879,2663,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","2","Natural Gas","78F","72F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
532035,633,2,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","30000-34999","1","Electricity","76F","75F","AC, SEER 15","Electric Furnace, 100% AFUE"
534076,3301,4,"SC, Rock Hill","None","None","Gas, 120% Usage","G4500910","318 Rated kWh, 120% Usage","Electricity","EF 19.9, 100% Usage","Occupied","35000-39999","2","Natural Gas","72F","70F","AC, SEER 15","Fuel Furnace, 80% AFUE"
534763,1220,3,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","290 Rated kWh, 100% Usage","Electricity","EF 10.5, 100% Usage","Occupied","70000-79999","6","Electricity","76F","76F","AC, SEER 15","Electric Furnace, 100% AFUE"
535590,2663,4,"In another census Place","Propane, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Vacant","200000+","3","Electricity","55F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
535699,1220,3,"Not in a census Place","Electric, 100% Usage","EnergyStar, 100% Usage","Propane, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","15000-19999","6","Electricity","68F","72F","AC, SEER 15","Electric Furnace, 100% AFUE"
536435,3301,3,"SC, Sumter","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","290 Rated kWh, 120% Usage","Electricity","EF 19.9, 100% Usage","Occupied","160000-179999","2","Electricity","68F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
536860,3301,3,"SC, Sumter","Electric, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Occupied","180000-199999","2","Electricity","70F","76F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
537129,2176,4,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Vacant","120000-139999","5","Natural Gas","55F","70F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
537836,1220,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 19.9, 100% Usage","Occupied","100000-119999","2","Electricity","72F","78F","AC, SEER 15","Electric Furnace, 100% AFUE"
538072,2176,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","None","Electricity","EF 17.6, 100% Usage","Occupied","15000-19999","1","Electricity","70F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
538119,1690,3,"Not in a census Place","Electric, 120% Usage","Standard, 120% Usage","Electric, 120% Usage","G4500910","None","Natural Gas","EF 15.9, 100% Usage","Occupied","80000-99999","4","Natural Gas","72F","72F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
538209,1220,2,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","318 Rated kWh, 100% Usage","Electricity","EF 19.9, 100% Usage","Occupied","70000-79999","3","Electricity","78F","72F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
538233,885,4,"Not in a census Place","Propane, 80% Usage","EnergyStar, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Vacant","50000-59999","1","Electricity","55F","72F","Heat Pump","ASHP, SEER 15, 8.5 HSPF"
538762,2663,5,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500910","318 Rated kWh, 100% Usage","Natural Gas","EF 19.9, 100% Usage","Occupied","100000-119999","4","Natural Gas","65F","72F","AC, SEER 13","Fuel Furnace, 80% AFUE"
539737,1690,4,"Not in a census Place","Electric, 80% Usage","EnergyStar, 80% Usage","Gas, 80% Usage","G4500730","290 Rated kWh, 80% Usage","Natural Gas","EF 15.9, 100% Usage","Occupied","15000-19999","2","Natural Gas","68F","75F","AC, SEER 8","Fuel Furnace, 92.5% AFUE"
540020,2176,3,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","318 Rated kWh, 100% Usage","Electricity","EF 15.9, 100% Usage","Occupied","80000-99999","4","Electricity","68F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
540869,1690,3,"Not in a census Place","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500730","318 Rated kWh, 120% Usage","Electricity","EF 19.9, 100% Usage","Occupied","50000-59999","1","Electricity","68F","72F","AC, SEER 13","Electric Furnace, 100% AFUE"
541028,1220,3,"SC, Rock Hill","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500910","None","Electricity","EF 15.9, 100% Usage","Occupied","80000-99999","4","Electricity","72F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
543070,1220,3,"Not in a census Place","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500730","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","40000-44999","1","Electricity","68F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
543475,3301,4,"SC, Rock Hill","Electric, 80% Usage","Standard, 80% Usage","Electric, 80% Usage","G4500910","None","Electricity","EF 17.6, 100% Usage","Occupied","120000-139999","2","Natural Gas","68F","75F","AC, SEER 15","Fuel Furnace, 80% AFUE"
546588,1690,3,"SC, Sumter","Electric, 120% Usage","EnergyStar, 120% Usage","Electric, 120% Usage","G4500850","None","Electricity","EF 17.6, 100% Usage","Vacant","50000-59999","3","Electricity","55F","70F","Heat Pump","ASHP, SEER 13, 7.7 HSPF"
547625,1220,3,"SC, Rock Hill","Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage","G4500910","None","Natural Gas","EF 17.6, 100% Usage","Occupied","200000+","3","Electricity","68F","75F","AC, SEER 13","Electric Furnace, 100% AFUE"
548069,2663,4,"SC, Sumter","Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage","G4500850","290 Rated kWh, 100% Usage","Electricity","EF 17.6, 100% Usage","Occupied","70000-79999","3","Electricity","70F","68F","AC, SEER 13","Electric Furnace, 100% AFUE"
548373,1690,4,"In another census Place","Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage","G4500730","None","Natural Gas","EF 17.6, 100% Usage","Occupied","80000-99999","3","Natural Gas","72F","76F","AC, SEER 13","Fuel Furnace, 92.5% AFUE"
