"date_time","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","in.county"
2018-07-12 10:00:00,29.4,72.33,3.6,10,653,698,154,"G4500910"
2018-07-12 11:00:00,30.73,69.57,3.43,200,795,734,175,"G4500910"
2018-07-12 12:00:00,31.1,65.61,1.5,176.92,891,752,190,"G4500910"
2018-07-12 13:00:00,31.7,63.41,2.1,135.83,933.5,757,199,"G4500910"
2018-07-12 14:00:00,32.8,57.47,0,127.5,889.5,678,240,"G4500910"
2018-07-12 15:00:00,33.3,55.88,2.1,190.77,748,530,270.5,"G4500910"
2018-07-12 16:00:00,33.9,52.43,3.24,105.38,568.5,366,282.5,"G4500910"
2018-07-12 17:00:00,33.3,52.28,0,65.38,508,502.5,191,"G4500910"
2018-07-12 18:00:00,30.6,65.11,4.1,190,314,329,165,"G4500910"
2018-07-12 19:00:00,27.25,71.4,2.35,100,169.5,283,92,"G4500910"
2018-07-12 20:00:00,26.1,82.07,0,100.71,33,67.5,26.5,"G4500910"
2018-07-12 21:00:00,26.1,82.07,2.1,70.77,0,0,0,"G4500910"
2018-07-12 22:00:00,25,87.61,0,46.15,0,0,0,"G4500910"
2018-07-12 23:00:00,24.4,90.81,0,0,0,0,0,"G4500910"
2018-07-13,24.4,87.55,0,0,0,0,0,"G4500910"
2018-07-13 01:00:00,24.4,90.81,0,0,0,0,0,"G4500910"
2018-07-13 02:00:00,24.4,90.81,0,22.31,0,0,0,"G4500910"
2018-07-13 03:00:00,24.4,90.81,0,32.31,0,0,0,"G4500910"
2018-07-13 04:00:00,24.4,87.55,2.1,40,0,0,0,"G4500910"
2018-07-13 05:00:00,23.9,90.22,0,50.77,0,0,0,"G4500910"
2018-07-13 06:00:00,23.9,90.22,1.5,60,2,0.5,2,"G4500910"
2018-07-13 07:00:00,23.9,90.22,2.1,42.31,34.5,0,34.5,"G4500910"
2018-07-13 08:00:00,24.15,87.55,2.3,50,114.5,18,107.5,"G4500910"
2018-07-13 09:00:00,25.3,81.51,2.85,50,176.5,19,166.5,"G4500910"
2018-07-13 10:00:00,26.3,76.38,2.6,45.38,315,52,276.5,"G4500910"
2018-07-13 11:00:00,27.2,71.93,2.85,110,383.5,48,343.5,"G4500910"
2018-07-13 12:00:00,27.8,66.94,1.5,120,448,58.5,393,"G4500910"
2018-07-13 13:00:00,29.4,63.29,2.6,70.77,562,104.5,461,"G4500910"
2018-07-13 14:00:00,30,58.94,0,60,633.5,174.5,466.5,"G4500910"
2018-07-13 15:00:00,30,57.15,2.1,81.54,647.5,260.5,416,"G4500910"
2018-07-13 16:00:00,30,58.94,1.5,73.33,608,385,310,"G4500910"
2018-07-13 17:00:00,29.4,61.01,2.1,130,456.5,350.5,226,"G4500910"
2018-07-13 18:00:00,30,57.15,0,80,333,391.5,152.5,"G4500910"
2018-07-13 19:00:00,28.9,60.89,0,36.92,179.5,365.5,83,"G4500910"
2018-07-13 20:00:00,26.1,71.74,0,63.08,38,123,25.5,"G4500910"
2018-07-13 21:00:00,24.4,81.86,0,16.15,0,0,0,"G4500910"
2018-07-13 22:00:00,23.3,87.46,0,3.85,0,0,0,"G4500910"
2018-07-13 23:00:00,22.8,90.14,0,0,0,0,0,"G4500910"
2018-07-14,21.7,96.39,0,0,0,0,0,"G4500910"
2018-07-14 01:00:00,21.7,96.39,0,0,0,0,0,"G4500910"
2018-07-14 02:00:00,22.2,93.49,0,0,0,0,0,"G4500910"
2018-07-14 03:00:00,21.7,90.06,0,55.38,0,0,0,"G4500910"
2018-07-14 04:00:00,20.6,96.36,0,193.85,0,0,0,"G4500910"
2018-07-14 05:00:00,21.1,93.44,0,31.54,0,0,0,"G4500910"
2018-07-14 06:00:00,21.1,93.44,0,10,5,14,4.5,"G4500910"
2018-07-14 07:00:00,21.95,93.49,1.05,2.5,101,237,58.5,"G4500910"
2018-07-14 08:00:00,23.9,87.51,2.6,120,279.5,471.5,107.5,"G4500910"
2018-07-14 09:00:00,26.1,79.13,2.1,70.77,473.5,610.5,138,"G4500910"
2018-07-14 10:00:00,26.48,76.38,1.12,155,623,607,193.5,"G4500910"
2018-07-14 11:00:00,28.3,67.46,0,65.83,760.5,628.5,230.5,"G4500910"
2018-07-14 12:00:00,29.4,61.01,0,81.82,729.5,440.5,319.5,"G4500910"
2018-07-14 13:00:00,30,55.07,0,88.33,831.5,558,290,"G4500910"
2018-07-14 14:00:00,31.1,51.71,1.5,56.67,768,428,359.5,"G4500910"
2018-07-14 15:00:00,31.1,53.66,0,39.23,756,541.5,271,"G4500910"
2018-07-14 16:00:00,31.1,51.71,1.5,65.38,493,295.5,254.5,"G4500910"
2018-07-14 17:00:00,31.7,49.98,2.1,10,433,352,217.5,"G4500910"
2018-07-14 18:00:00,31.1,51.71,0,43.85,360.5,507,130,"G4500910"
2018-07-14 19:00:00,29.4,57,0,0,186,374,85,"G4500910"
2018-07-14 20:00:00,27.2,71.93,2.1,230,32,74.5,24.5,"G4500910"
2018-07-14 21:00:00,25,81.93,1.5,270,0,0,0,"G4500910"
2018-07-14 22:00:00,25,81.93,0,0,0,0,0,"G4500910"
2018-07-14 23:00:00,24.4,87.55,0,0,0,0,0,"G4500910"
2018-07-15,22.8,93.52,0,0,0,0,0,"G4500910"
2018-07-15 01:00:00,23.9,90.22,0,0,0,0,0,"G4500910"
2018-07-15 02:00:00,23.3,90.73,2.6,200,0,0,0,"G4500910"
2018-07-15 03:00:00,22.2,93.49,2.1,200,0,0,0,"G4500910"
2018-07-15 04:00:00,21.7,96.39,2.1,210,0,0,0,"G4500910"
2018-07-15 05:00:00,21.1,100,2.1,220,0,0,0,"G4500910"
2018-07-15 06:00:00,21.7,100,2.1,210,4,5,4,"G4500910"
2018-07-15 07:00:00,23.3,97.02,2.1,200,74,105.5,55.5,"G4500910"
2018-07-15 08:00:00,24.83,87.13,2.6,215,191.5,149,137.5,"G4500910"
2018-07-15 09:00:00,26.7,84.65,2.85,230,289.5,112,226,"G4500910"
2018-07-15 10:00:00,27.6,76.55,3.43,243.33,547,365,285,"G4500910"
2018-07-15 11:00:00,28.73,72.33,2.93,236.67,684,404.5,344.5,"G4500910"
2018-07-15 12:00:00,31.1,63.28,3.6,220,769.5,442,356.5,"G4500910"
2018-07-15 13:00:00,31.1,59.19,2.31,227.5,855,550.5,321.5,"G4500910"
2018-07-15 14:00:00,32.8,52.15,2.1,180.83,887.5,666,251.5,"G4500910"
2018-07-15 15:00:00,32.2,57.68,5.1,220,855.5,763,174.5,"G4500910"
2018-07-15 16:00:00,32.2,55.61,4.1,260,717,687,179,"G4500910"
2018-07-15 17:00:00,31.1,57.42,2.6,270,563,652,149.5,"G4500910"
2018-07-15 18:00:00,31.7,55.49,4.6,230,358,481,135,"G4500910"
2018-07-15 19:00:00,29.4,63.29,2.1,240,161.5,255,90.5,"G4500910"
2018-07-15 20:00:00,26.7,79.21,2.1,210,31.5,68,24.5,"G4500910"
2018-07-15 21:00:00,26.7,76.38,2.6,200,0,0,0,"G4500910"
2018-07-15 22:00:00,26.7,79.21,2.1,240,0,0,0,"G4500910"
2018-07-15 23:00:00,25.6,84.53,2.1,230,0,0,0,"G4500910"
2018-07-16,24.4,90.81,2.6,200,0,0,0,"G4500910"
2018-07-16 01:00:00,25,81.93,2.1,220,0,0,0,"G4500910"
2018-07-16 02:00:00,24.4,81.86,2.6,210,0,0,0,"G4500910"
2018-07-16 03:00:00,23.3,90.73,1.5,220,0,0,0,"G4500910"
2018-07-16 04:00:00,23.3,90.73,2.6,220,0,0,0,"G4500910"
2018-07-16 05:00:00,22.8,93.52,2.1,230,0,0,0,"G4500910"
2018-07-16 06:00:00,22.8,96.42,2.1,210,0.5,0,0.5,"G4500910"
2018-07-16 07:00:00,23.9,93.57,3.6,210,9.5,0,9.5,"G4500910"
2018-07-16 08:00:00,24.4,90.81,2.1,210,43.5,0,43.5,"G4500910"
2018-07-16 09:00:00,26.1,84.59,1.5,127.69,256,90.5,209,"G4500910"
2018-07-16 10:00:00,27.2,82.2,2.6,240,309.5,40,281,"G4500910"
2018-07-16 11:00:00,28.3,77.09,2.1,139.17,403.5,55.5,357.5,"G4500910"
2018-07-16 12:00:00,28.9,74.45,3.6,220,297.5,17,281.5,"G4500910"
2018-07-16 13:00:00,29.4,69.76,4.1,230,259.5,13.5,246,"G4500910"
2018-07-16 14:00:00,31.1,57.42,3.1,170,579.5,163,425,"G4500910"
2018-07-16 15:00:00,30,63.04,6.2,210,597,189,429,"G4500910"
2018-07-16 16:00:00,23.5,100,3.27,250,315,50,276,"G4500910"
2018-07-16 17:00:00,24.4,93.6,2.6,230,305,103.5,242.5,"G4500910"
2018-07-16 18:00:00,24.4,97.04,2.1,220,280,230,172.5,"G4500910"
2018-07-16 19:00:00,25,96.48,1.5,130,63.5,3,63,"G4500910"
2018-07-16 20:00:00,24.45,91.6,0,0,18,2,18,"G4500910"
2018-07-16 21:00:00,25,93.62,1.5,190,0,0,0,"G4500910"
2018-07-16 22:00:00,23.92,94.57,0,0,0,0,0,"G4500910"
2018-07-16 23:00:00,24.2,97.04,2.05,205,0,0,0,"G4500910"
2018-07-17,24.4,100,2.3,215,0,0,0,"G4500910"
2018-07-17 01:00:00,23.93,100,2.07,223.33,0,0,0,"G4500910"
2018-07-17 02:00:00,23.9,100,2.58,225,0,0,0,"G4500910"
2018-07-17 03:00:00,23.3,100,1.8,240,0,0,0,"G4500910"
2018-07-17 04:00:00,22.87,100,2.43,206.67,0,0,0,"G4500910"
2018-07-17 05:00:00,22.33,100,0.7,220,0,0,0,"G4500910"
2018-07-17 06:00:00,22.9,100,3.6,225,1.5,0,1.5,"G4500910"
2018-07-17 07:00:00,22.87,100,2.77,223.33,93,240.5,50,"G4500910"
2018-07-17 08:00:00,23.35,96.45,2.35,235,139,148,90,"G4500910"
2018-07-17 09:00:00,23.9,96.45,3.6,260,137.5,2.5,136.5,"G4500910"
2018-07-17 10:00:00,23.9,96.45,3.1,220,192,6,187.5,"G4500910"
2018-07-17 11:00:00,24.43,90.3,3.1,230,251,12.5,240.5,"G4500910"
2018-07-17 12:00:00,26.4,82.2,3.1,255,625.5,216,423.5,"G4500910"
2018-07-17 13:00:00,29.15,72.33,3.6,200,932,790.5,167,"G4500910"
2018-07-17 14:00:00,31.1,67.61,3.6,280,941,855.5,124,"G4500910"
2018-07-17 15:00:00,31.1,63.28,3.6,240,831.5,718.5,188,"G4500910"
2018-07-17 16:00:00,31.1,63.28,1.5,185.38,673,584,211.5,"G4500910"
2018-07-17 17:00:00,30,69.87,2.6,240,339.5,101.5,274,"G4500910"
2018-07-17 18:00:00,26.7,76.38,4.1,260,202.5,56.5,176.5,"G4500910"
2018-07-17 19:00:00,26.7,76.38,1.5,224.17,126.5,120,95.5,"G4500910"
2018-07-17 20:00:00,25.6,81.51,3.1,250,24,26,21.5,"G4500910"
2018-07-17 21:00:00,24.4,84.92,1.5,280,0,0,0,"G4500910"
2018-07-17 22:00:00,23.9,90.22,0,125,0,0,0,"G4500910"
2018-07-17 23:00:00,23.3,93.54,1.5,230,0,0,0,"G4500910"
2018-07-18,23.3,90.73,2.1,250,0,0,0,"G4500910"
2018-07-18 01:00:00,22.8,96.42,1.5,290,0,0,0,"G4500910"
2018-07-18 02:00:00,22.2,100,1.5,340,0,0,0,"G4500910"
2018-07-18 03:00:00,22.2,96.99,1.5,360,0,0,0,"G4500910"
2018-07-18 04:00:00,21.1,100,2.1,220,0,0,0,"G4500910"
2018-07-18 05:00:00,21.1,100,2.1,220,0,0,0,"G4500910"
2018-07-18 06:00:00,21.7,100,0,54.62,4,12,4,"G4500910"
2018-07-18 07:00:00,24.4,90.81,1.5,350,86.5,203.5,52.5,"G4500910"
2018-07-18 08:00:00,26.7,74.08,3.1,30,222,271.5,119,"G4500910"
2018-07-18 09:00:00,28.3,65.02,2.6,21.54,398,376,197,"G4500910"
2018-07-18 10:00:00,28.3,60.75,3.6,50,543.5,370,279,"G4500910"
2018-07-18 11:00:00,30,57.15,4.1,30,761,623.5,234.5,"G4500910"
2018-07-18 12:00:00,31.1,53.66,2.6,20,894.5,757,193.5,"G4500910"
2018-07-18 13:00:00,31.1,53.66,2.6,20,875.5,583,312,"G4500910"
2018-07-18 14:00:00,31.7,48.15,2.6,120,868,602.5,293.5,"G4500910"
2018-07-18 15:00:00,33.3,45.67,2.6,360,807.5,619.5,258.5,"G4500910"
2018-07-18 16:00:00,32.8,40.93,0,46.15,743,773,139,"G4500910"
2018-07-18 17:00:00,33.3,41.07,3.1,320,561.5,686.5,131,"G4500910"
2018-07-18 18:00:00,32.2,43.69,1.5,66.15,394,661.5,93,"G4500910"
2018-07-18 19:00:00,31.1,48.29,0,53.08,192.5,469.5,69,"G4500910"
2018-07-18 20:00:00,26.1,69.12,2.1,20,36.5,135.5,23.5,"G4500910"
2018-07-18 21:00:00,25,71.09,0,47.69,0,0,0,"G4500910"
2018-07-18 22:00:00,26.7,66.72,0,23.85,0,0,0,"G4500910"
2018-07-18 23:00:00,26.7,66.72,1.5,150,0,0,0,"G4500910"
2018-07-19,25.6,73.89,0,8.46,0,0,0,"G4500910"
2018-07-19 01:00:00,23.3,87.46,0,20.77,0,0,0,"G4500910"
2018-07-19 02:00:00,23.3,87.46,0,28.46,0,0,0,"G4500910"
2018-07-19 03:00:00,22.8,87.41,1.5,90,0,0,0,"G4500910"
2018-07-19 04:00:00,22.2,87.36,0,30.77,0,0,0,"G4500910"
2018-07-19 05:00:00,22.2,81.58,1.5,100,0,0,0,"G4500910"
2018-07-19 06:00:00,22.2,76.14,1.5,50,1,0,1,"G4500910"
2018-07-19 07:00:00,22.8,70.68,0,54.62,7.5,0,7.5,"G4500910"
2018-07-19 08:00:00,23.3,71.22,1.5,46.92,50.5,15,44.5,"G4500910"
2018-07-19 09:00:00,23.3,71.22,0,40,88.5,21.5,78,"G4500910"
2018-07-19 10:00:00,23.9,73.6,1.5,30,82,0,82,"G4500910"
2018-07-19 11:00:00,24.4,71.42,1.5,30,102.5,1.5,101,"G4500910"
2018-07-19 12:00:00,25,73.79,2.1,360,82.5,0,82.5,"G4500910"
2018-07-19 13:00:00,26.7,64.28,2.1,20,218,10.5,208,"G4500910"
2018-07-19 14:00:00,28.9,56.53,2.1,60,550,119.5,436.5,"G4500910"
2018-07-19 15:00:00,30,53.05,1.5,40,647,283,393,"G4500910"
2018-07-19 16:00:00,30,55.07,3.6,350,640,501,256,"G4500910"
2018-07-19 17:00:00,30.6,49.69,2.6,326.15,535,581.5,166,"G4500910"
2018-07-19 18:00:00,28.9,62.8,3.1,30,345,470.5,135,"G4500910"
2018-07-19 19:00:00,26.7,69.24,2.6,20,151.5,234,90,"G4500910"
2018-07-19 20:00:00,25,76.58,2.1,10,24,25.5,21.5,"G4500910"
2018-07-19 21:00:00,25.6,73.89,0,165.83,0,0,0,"G4500910"
2018-07-19 22:00:00,24.4,79.37,0,107.69,0,0,0,"G4500910"
2018-07-19 23:00:00,22.8,90.14,0,0,0,0,0,"G4500910"
2018-07-20,21.7,93.47,0,0,0,0,0,"G4500910"
2018-07-20 01:00:00,21.1,96.97,0,0,0,0,0,"G4500910"
2018-07-20 02:00:00,21.1,96.97,0,0,0,0,0,"G4500910"
2018-07-20 03:00:00,21.52,85.83,0,0,0,0,0,"G4500910"
2018-07-20 04:00:00,21.1,93.44,1.5,110.77,0,0,0,"G4500910"
2018-07-20 05:00:00,21.1,93.44,0,18.46,0,0,0,"G4500910"
2018-07-20 06:00:00,21.7,93.47,0,8.46,3,3.5,3,"G4500910"
2018-07-20 07:00:00,22.8,90.14,0,42.31,63,65.5,52,"G4500910"
2018-07-20 08:00:00,23.9,84.35,2.6,50,131.5,48.5,115.5,"G4500910"
2018-07-20 09:00:00,25,78.97,1.5,83.08,174.5,15,167,"G4500910"
2018-07-20 10:00:00,25.6,73.89,3.1,70,252.5,25,235,"G4500910"
2018-07-20 11:00:00,27.2,60.5,3.1,75.38,334.5,51,290.5,"G4500910"
2018-07-20 12:00:00,27.8,58.41,3.6,40,536,106.5,438,"G4500910"
2018-07-20 13:00:00,29.4,49.68,2.1,63.33,523.5,79,447.5,"G4500910"
2018-07-20 14:00:00,29.4,51.27,2.6,74.62,662.5,197.5,474.5,"G4500910"
2018-07-20 15:00:00,30.6,47.85,3.1,100,681,299.5,415,"G4500910"
2018-07-20 16:00:00,31.1,48.29,3.1,80,609,361.5,327,"G4500910"
2018-07-20 17:00:00,30.6,51.26,2.6,64.62,420,274.5,247,"G4500910"
2018-07-20 18:00:00,30,51.43,1.5,74.62,313,395,136.5,"G4500910"
2018-07-20 19:00:00,27.2,60.5,2.1,60,151.5,281.5,84,"G4500910"
2018-07-20 20:00:00,26.1,66.59,1.5,140,33.5,110.5,23.5,"G4500910"
2018-07-20 21:00:00,24.4,76.48,0,15.38,0,0,0,"G4500910"
2018-07-20 22:00:00,23.3,84.81,0,64.62,0,0,0,"G4500910"
2018-07-20 23:00:00,22.2,90.66,0,12.31,0,0,0,"G4500910"
2018-07-21,21.7,93.47,1.5,350,0,0,0,"G4500910"
2018-07-21 01:00:00,22.2,90.66,0,0,0,0,0,"G4500910"
2018-07-21 02:00:00,21.1,96.97,1.5,10,0,0,0,"G4500910"
2018-07-21 03:00:00,21.97,93.47,0.7,320,0,0,0,"G4500910"
2018-07-21 04:00:00,21.1,96.97,0,98.46,0,0,0,"G4500910"
2018-07-21 05:00:00,20.6,96.36,2.1,320,0,0,0,"G4500910"
2018-07-21 06:00:00,20,96.34,2.6,300,3,7.5,3,"G4500910"
2018-07-21 07:00:00,20.37,90.02,2.6,323.33,72,152,45,"G4500910"
2018-07-21 08:00:00,23.3,84.81,0,34.62,195.5,210,126,"G4500910"
2018-07-21 09:00:00,24.4,79.37,1.5,180,181.5,52,155.5,"G4500910"
2018-07-21 10:00:00,25,66.37,0,63.08,297,55,257,"G4500910"
2018-07-21 11:00:00,25.6,68.6,2.6,260,425,75.5,361.5,"G4500910"
2018-07-21 12:00:00,28.3,58.53,3.6,220,757.5,481,308.5,"G4500910"
2018-07-21 13:00:00,29.4,57,3.6,280,968,878.5,121,"G4500910"
2018-07-21 14:00:00,30,55.07,2.6,220,950,863.5,128,"G4500910"
2018-07-21 15:00:00,30.6,55.22,4.1,270,878.5,849,124.5,"G4500910"
2018-07-21 16:00:00,31.1,53.66,4.1,240,752,822.5,112,"G4500910"
2018-07-21 17:00:00,29.4,57,3.6,250,579,754,104,"G4500910"
2018-07-21 18:00:00,28.9,62.8,3.1,260,235,203.5,139.5,"G4500910"
2018-07-21 19:00:00,27.2,74.16,1.5,290,143,198.5,89.5,"G4500910"
2018-07-21 20:00:00,26.1,79.13,2.6,220,24.5,40,21,"G4500910"
2018-07-21 21:00:00,24.8,84.92,3.8,233.33,0,0,0,"G4500910"
2018-07-21 22:00:00,23.3,81.72,2.1,320,0,0,0,"G4500910"
2018-07-21 23:00:00,23.3,78.73,1.5,250,0,0,0,"G4500910"
2018-07-22,22.2,84.16,0,50,0,0,0,"G4500910"
2018-07-22 01:00:00,21.7,86.77,1.5,310,0,0,0,"G4500910"
2018-07-22 02:00:00,21.1,93.44,2.1,210,0,0,0,"G4500910"
2018-07-22 03:00:00,21.1,93.44,2.6,240,0,0,0,"G4500910"
2018-07-22 04:00:00,20.6,96.36,2.1,250,0,0,0,"G4500910"
2018-07-22 05:00:00,20.6,96.36,2.6,240,0,0,0,"G4500910"
2018-07-22 06:00:00,20.4,100,2.93,250,4,25.5,4,"G4500910"
2018-07-22 07:00:00,21.1,96.97,2.1,201.43,99,370.5,40,"G4500910"
2018-07-22 08:00:00,22.5,84.81,1.8,290,286.5,629,67,"G4500910"
2018-07-22 09:00:00,25,76.58,0,124.62,487.5,754.5,82.5,"G4500910"
2018-07-22 10:00:00,26.7,71.4,1.15,142.31,672,822.5,94,"G4500910"
2018-07-22 11:00:00,28.9,56.53,2.6,139.23,821,857,105.5,"G4500910"
2018-07-22 12:00:00,28.9,58.68,3.1,280,922,877.5,111.5,"G4500910"
2018-07-22 13:00:00,30.6,53.21,3.6,240,956.5,854,134,"G4500910"
2018-07-22 14:00:00,31.1,46.51,2.6,192.31,870,652,248,"G4500910"
2018-07-22 15:00:00,31.7,46.67,2.6,260,698.5,494.5,265.5,"G4500910"
2018-07-22 16:00:00,31.7,44.95,2.6,240,735,761.5,143.5,"G4500910"
2018-07-22 17:00:00,28.1,66.72,5.33,276.67,375.5,331.5,158,"G4500910"
2018-07-22 18:00:00,25.12,84.47,1.42,245,207.5,209,116.5,"G4500910"
2018-07-22 19:00:00,23.3,84.81,2.6,10,68.5,29,62,"G4500910"
2018-07-22 20:00:00,22.8,93.52,2.1,100,15,4,15,"G4500910"
2018-07-22 21:00:00,22.2,93.49,0,28.46,0,0,0,"G4500910"
2018-07-22 22:00:00,20.6,100,0,8.46,0,0,0,"G4500910"
2018-07-22 23:00:00,20.6,96.36,2.1,20,0,0,0,"G4500910"
2018-07-23,21.1,96.97,1.5,60,0,0,0,"G4500910"
2018-07-23 01:00:00,21.1,96.97,0,29.33,0,0,0,"G4500910"
2018-07-23 02:00:00,20.46,91.35,0.75,23.85,0,0,0,"G4500910"
2018-07-23 03:00:00,19.4,100,0.75,40,0,0,0,"G4500910"
2018-07-23 04:00:00,19.4,100,1.5,40,0,0,0,"G4500910"
2018-07-23 05:00:00,19.18,93.03,0,148.46,0,0,0,"G4500910"
2018-07-23 06:00:00,18.9,100,2.1,30,3,11.5,3,"G4500910"
2018-07-23 07:00:00,21.1,93.44,2.1,40,91,259,49,"G4500910"
2018-07-23 08:00:00,21.95,90.66,2.6,20,238.5,403.5,102.5,"G4500910"
2018-07-23 09:00:00,23.85,81.86,2.1,30,403.5,447,167.5,"G4500910"
2018-07-23 10:00:00,20.96,93.49,3.09,200,197,66,153,"G4500910"
2018-07-23 11:00:00,24.15,84.47,1.8,10,558,378,239.5,"G4500910"
2018-07-23 12:00:00,27.8,74.26,2.6,20,780.5,542.5,280.5,"G4500910"
2018-07-23 13:00:00,29.4,65.25,3.1,63.85,743.5,321.5,434,"G4500910"
2018-07-23 14:00:00,28.05,79.21,0.75,150,382,70,315,"G4500910"
2018-07-23 15:00:00,23.85,93.54,1.8,235,74,0,74,"G4500910"
2018-07-23 16:00:00,22.55,90.73,1.4,240,120,1.5,119,"G4500910"
2018-07-23 17:00:00,23.6,87.51,1.8,140,150.5,4,148.5,"G4500910"
2018-07-23 18:00:00,23.9,90.22,3.1,30,143.5,19,136,"G4500910"
2018-07-23 19:00:00,22.8,93.52,1.8,40,68,11.5,65,"G4500910"
2018-07-23 20:00:00,22.4,96.99,1,45,17.5,8.5,16.5,"G4500910"
2018-07-23 21:00:00,21.7,100,0,30.67,0,0,0,"G4500910"
2018-07-23 22:00:00,22.02,94.03,1.5,77.69,0,0,0,"G4500910"
2018-07-23 23:00:00,21.27,100,1.4,355,0,0,0,"G4500910"
2018-07-24,21.7,100,0.38,10,0,0,0,"G4500910"
2018-07-24 01:00:00,21.7,100,1.5,30,0,0,0,"G4500910"
2018-07-24 02:00:00,21.7,100,1.8,25,0,0,0,"G4500910"
2018-07-24 03:00:00,21.85,100,1.8,20,0,0,0,"G4500910"
2018-07-24 04:00:00,21.8,100,0.5,30,0,0,0,"G4500910"
2018-07-24 05:00:00,22.03,100,0,15.38,0,0,0,"G4500910"
2018-07-24 06:00:00,22.2,100,0.75,30,2,4,2,"G4500910"
2018-07-24 07:00:00,22.5,96.42,0.75,20,38,44.5,31.5,"G4500910"
2018-07-24 08:00:00,23.3,97.02,1.5,130,69.5,9.5,66,"G4500910"
2018-07-24 09:00:00,24.72,87.61,0.38,41.88,183,101.5,124.5,"G4500910"
2018-07-24 10:00:00,26.32,74.16,0.9,100,427,231,266,"G4500910"
2018-07-24 11:00:00,27.75,71.93,2.6,95,648,424,291.5,"G4500910"
2018-07-24 12:00:00,27.8,69.45,0.75,72.31,778,615.5,211.5,"G4500910"
2018-07-24 13:00:00,30,61.14,0,41.54,577.5,328,262.5,"G4500910"
2018-07-24 14:00:00,28.9,62.8,0,60.83,631,310,336,"G4500910"
2018-07-24 15:00:00,30.6,59.08,1.5,91.54,711,437.5,324,"G4500910"
2018-07-24 16:00:00,28.9,71.8,0,64.17,464.5,159.5,339.5,"G4500910"
2018-07-24 17:00:00,28.3,67.46,2.1,74.62,276,59.5,239,"G4500910"
2018-07-24 18:00:00,26.8,82.07,2.4,15,166.5,43.5,146.5,"G4500910"
2018-07-24 19:00:00,25,87.51,2.48,336.67,78.5,16,73.5,"G4500910"
2018-07-24 20:00:00,23.3,90.73,0,113.08,12.5,1,12.5,"G4500910"
2018-07-24 21:00:00,22.38,96.39,1.72,140,0,0,0,"G4500910"
2018-07-24 22:00:00,21.7,100,0.42,110,0,0,0,"G4500910"
2018-07-24 23:00:00,21.1,100,0,0,0,0,0,"G4500910"
2018-07-25,21.3,100,0,25.38,0,0,0,"G4500910"
2018-07-25 01:00:00,22.61,92.98,0,77.69,0,0,0,"G4500910"
2018-07-25 02:00:00,21.85,100,0,0,0,0,0,"G4500910"
2018-07-25 03:00:00,22.02,94.03,0,0,0,0,0,"G4500910"
2018-07-25 04:00:00,21.1,100,0,7.14,0,0,0,"G4500910"
2018-07-25 05:00:00,21.1,100,0,3.08,0,0,0,"G4500910"
2018-07-25 06:00:00,21.1,100,0,3.08,2,5,2,"G4500910"
2018-07-25 07:00:00,21.52,100,0,0,35,24.5,32.5,"G4500910"
2018-07-25 08:00:00,22.13,100,0.5,130,183.5,228,104,"G4500910"
2018-07-25 09:00:00,22.73,100,0.25,130,240.5,107.5,187,"G4500910"
2018-07-25 10:00:00,23.9,93.6,0,70,296,43.5,264.5,"G4500910"
2018-07-25 11:00:00,25.85,79.21,0,137.69,577.5,258,361,"G4500910"
2018-07-25 12:00:00,27.77,72.13,1,171.54,866,740,185.5,"G4500910"
2018-07-25 13:00:00,29.4,67.68,2.6,173.33,527.5,205,330.5,"G4500910"
2018-07-25 14:00:00,27.5,79.28,4.1,343.33,392,120.5,277,"G4500910"
2018-07-25 15:00:00,27.8,74.26,4.1,10,360.5,85.5,286.5,"G4500910"
2018-07-25 16:00:00,28.3,74.35,3.6,50,528.5,287.5,310,"G4500910"
2018-07-25 17:00:00,26.07,79.13,1.2,130,410,297,223,"G4500910"
2018-07-25 18:00:00,24.46,96.45,2.36,215,131,31,116.5,"G4500910"
2018-07-25 19:00:00,23.3,100,2.23,280,9.5,0,9.5,"G4500910"
2018-07-25 20:00:00,23.3,100,1.5,220,3,0,3,"G4500910"
2018-07-25 21:00:00,23.3,100,0,0,0,0,0,"G4500910"
2018-07-25 22:00:00,22.9,100,2.35,215,0,0,0,"G4500910"
2018-07-25 23:00:00,21.99,97.16,0,0,0,0,0,"G4500910"
2018-07-26,21.7,100,1,215,0,0,0,"G4500910"
2018-07-26 01:00:00,21.7,100,0,0,0,0,0,"G4500910"
2018-07-26 02:00:00,20.97,95.46,0,0,0,0,0,"G4500910"
2018-07-26 03:00:00,21.1,100,1.5,190,0,0,0,"G4500910"
2018-07-26 04:00:00,21.1,100,0,0,0,0,0,"G4500910"
2018-07-26 05:00:00,21.1,100,1.5,220,0,0,0,"G4500910"
2018-07-26 06:00:00,21.1,100,0,0,2,9,2,"G4500910"
2018-07-26 07:00:00,21.1,100,0.38,330,87.5,267.5,46,"G4500910"
2018-07-26 08:00:00,24.4,87.55,1.5,54.62,268,529,86.5,"G4500910"
2018-07-26 09:00:00,26.7,79.21,1.5,20,470,683,107,"G4500910"
2018-07-26 10:00:00,28.3,72.13,1.5,202.73,658.5,780,114.5,"G4500910"
